Title,Artist,Nationality,Gender,Year,Medium,Classification
Two Heads,Mehemed Fehmy Agha,(American),(Male),1940,Gelatin silver print,Photograph
Ascona,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Siesta,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Repose,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
The Boardwalk,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
The Diving Board,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
The Street,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
"From the Radio Tower, Berlin",Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
"From the Radio Tower, Berlin",Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Nudes on the Grass,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Composition,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
The Law of Series,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
The Eternal Feminine,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
Love Your Neighbor; Murder on the Railway,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
Look Before You Leap,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
Militarism,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
Geometry and Texture of Landscape,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Play,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Notre Dame de Paris,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Nude,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Head,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver prints (negative and positive photograms),Photograph
Untitled,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photogram),Photograph
Structure of the World,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
Head,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print,Photograph
Dream of Boarding School Girls,Líçszlí_ Moholy-Nagy,(American),(Male),1940,Gelatin silver print (photomontage),Photograph
From the Bauhaus Roof,Theodore Lux Feininger,(American),(Male),1940,"Gelatin silver print

",Photograph
"Window, Corset Shop",Eugí_e Atget,(French),(Male),1940,"Gelatin silver print, printed 1940 from dry plate by Berenice Abbott",Photograph
Window of Tailor Shop,Eugí_e Atget,(French),(Male),1940,"Gelatin silver print, printed 1940 from dry plate by Berenice Abbott",Photograph
The Museum of Modern Art,Luis Quintanilla,(Spanish),(Male),1940,"Lithograph, printed from two zinc plates (black and gray)",Print
"Head of a Girl, Full Face (Mí_dchenkopf, en face)",Jussuf Abbo,(Palestinian),(Male),1940,Lithograph with watercolor additions,Print
Head and Shoulders of a Girl (Kopf und Schulter eines Mí_dchens),Jussuf Abbo,(Palestinian),(Male),1940,Lithograph,Print
Self-Portrait II (Selbstbildnis II),Ernst Barlach,(German),(Male),1940,Lithograph,Print
Portrait of Streseman From Life,Karl Bauer,(German),(Male),1940,"Drypoint, roulette, and etching",Print
Toilette (Before the Mirror) (Toilette [Vor dem Spiegel]),Max Beckmann,(German),(Male),1940,Drypoint,Print
Self-Portrait (Selbstbildnis) from Faces (Gesichter),Max Beckmann,(German),(Male),1940,One from a portfolio of nineteen drypoints,Print
"Frontal Self-Portrait with House Gable in Background (Selbstbildnis von vorn, im Hintergrund Hausgiebel)",Max Beckmann,(German),(Male),1940,Drypoint,Print
Weeping Woman (Weinende Frau),Max Beckmann,(German),(Male),1940,Drypoint,Print
Nocturnes,Eugene Berman,(American),(Male),1940,Lithograph,Print
"The Sick Mother, or Breakfast",Albert Besnard,(French),(Male),1940,Etching and drypoint,Print
On the Clyde,Muirhead Bone,(British),(Male),1940,Transfer (?) lithograph,Print
Boating,Pierre Bonnard,(French),(Male),1940,Lithograph,Print
Woman with Umbrella (Femme au parapluie) from the portfolio The Album of the White Review (L'Album de la Revue Blanche),Pierre Bonnard,(French),(Male),1940,Lithograph,Print
"Woman Dressing, Seated (La Toilette Assise) from the portfolio Pierre Bonnard, Peintre et Lithographe",Pierre Bonnard,(French),(Male),1940,"Drypoint



Transfer lithograph, printed in black",Print
"The Bathers, small plate (Les baigneurs, petit planche)",Paul Cezanne,(French),(Male),1940,Lithograph,Print
Portrait of Cezanne,Paul Cezanne,(French),(Male),1940,Lithograph,Print
"The Musician (Der Musiker), supplementary print from My Life (Mein Leben)",Marc Chagall,(French),(Male),1940,Drypoint,Print
Apollo and Daphne,Theodore Chassí_iau,(French),(Male),1940,Lithograph,Print
"The Band Stand, Menton (Menton, le kiosque í_musique)",Hermine David,(French),(Female),1940,Engraving,Print
Mademoiselle Bí_at at the Ambassadeurs (Mademoiselle Bí_at aux Ambassadeurs),Hilaire-Germain-Edgar Degas,(French),(Male),1940,Lithograph on paper,Print
Singer at a Cafí_Concert (Chanteuse de Cafí_Concert),Hilaire-Germain-Edgar Degas,(French),(Male),1940,Lithograph,Print
After the Bath III (La Sortie du Bain III),Hilaire-Germain-Edgar Degas,(French),(Male),1940,Lithograph,Print
Nude,Andrí_Derain,(French),(Male),1940,Engraving,Print
Head of a Woman in Profile from the portfolio Metamorphoses,Andrí_Derain,(French),(Male),1940,"Drypoint



Transfer lithograph, printed in black",Print
Landscape,Andrí_Derain,(French),(Male),1940,Drypoint,Print
Woman Resting Her Head on Her Hand from the portfolio Metamorphoses,Andrí_Derain,(French),(Male),1940,Lithograph,Print
Reclining Nude,Charles Despiau,(French),(Male),1940,Transfer lithograph,Print
Enamoured Folly,Narcisse Diaz,(French),(Male),1940,Lithograph,Print
The Anglers (Die Angler),Lyonel Feininger,(American),(Male),1940,Drypoint,Print
The Prodigal Son,Jean-Louis Forain,(French),(Male),1940,Etching and drypoint,Print
Te faruru (Here We Make Love) from Noa Noa (Fragrant Scent),Paul Gauguin,(French),(Male),1940,Woodcut,Print
Te Atua (The Gods) from Noa Noa (Fragrant Scent),Paul Gauguin,(French),(Male),1940,Woodcut,Print
"Watched by the Spirit of the Dead (Manao Tupapau) from the portfolio L'Estampe originale, no. VI",Paul Gauguin,(French),(Male),1940,Lithograph,Print
Human Misery (Misí_es humaines),Paul Gauguin,(French),(Male),1940,Woodcut,Print
Auti te pape (Women at the River) from Noa Noa (Fragrant Scent),Paul Gauguin,(French),(Male),1940,Woodcut,Print
Nave nave fenua (Delightful Land) from Noa Noa (Fragrant Scent),Paul Gauguin,(French),(Male),1940,Woodcut,Print
The Stevedores: PL. XXXIII (Now There's a Dandy Who Amused Himself at the Ball Like Lead in Champa,Paul Gavarni,(French),(Male),1940,Lithograph,Print
"The Stevedores: PL. LII (I says to her, I says, Madam, if you have the nerve to come in here while",Paul Gavarni,(French),(Male),1940,Lithograph,Print
New Works by Gavarni. Household Impressions. No. 27: Mr. Solomon,Paul Gavarni,(French),(Male),1940,Lithograph,Print
Marcelle the Blonde (Marcelle la Blonde),Juan Gris,(Spanish),(Male),1940,Lithograph,Print
"Marcelle, The Brunette",Juan Gris,(Spanish),(Male),1940,Transfer zincograph (or lithograph),Print
Portrait of a Boy,Juan Gris,(Spanish),(Male),1940,Transfer zincograph (or lithograph),Print
Fishermen (Les pí_heurs),Marcel Gromaire,(French),(Male),1940,Etching,Print
The Automobile Driver (Automobiliste),Marcel Gromaire,(French),(Male),1940,Etching,Print
Cow Boy de Ciní_a,Marcel Gromaire,(French),(Male),1940,Etching,Print
Nude in Armchair (Nu dans un fauteuil),Marcel Gromaire,(French),(Male),1940,Etching,Print
Portrait of Max Schmeling,Rudolf Grossmann,(German),(Male),1940,Lithograph,Print
Gypsy Music (Zigeunermusik),George Grosz,(American),(Male),1940,Lithograph,Print
"Portrait of E.H. (Bildnis E.H.) for the portfolio accompanying the deluxe edition of the periodical Der Anbruch, 2 (no. 1-12)",Erich Heckel,(German),(Male),1940,Woodcut,Print
Portrait of E.G. (Bildnis E.G.),Erich Heckel,(German),(Male),1940,Drypoint with roulette,Print
Fjord Landscape (Fí_rdelandschaft),Erich Heckel,(German),(Male),1940,Drypoint and tonal etching,Print
Antwerp (Antwerpen),Erich Heckel,(German),(Male),1940,"Drypoint, etching, and tonal etching",Print
"Girl, Washing (Mí_dchen, waschend)",Karl Hofer,(German),(Male),1940,Lithograph,Print
Milliner No. I (Putzmacherin I),Karl Hofer,(German),(Male),1940,Lithograph,Print
Milliner No. IV (Putzmacherin IV),Karl Hofer,(German),(Male),1940,Lithograph,Print
Carnival (Carneval),Karl Hofer,(German),(Male),1940,Lithograph,Print
Various Aspects of the Author - Self Portrait,Max Jacob,(French),(Male),1940,"Drypoint



Transfer lithograph, printed in black",Print
The Harbor of Split (Der Hafen von Split) from the portfolio 15 Dalmatian Etchings (15 Dalmatinische Radierungen),Franz Maria Jansen,(German),(Male),1940,Drypoint,Print
Girl with a Curl,Augustus John,(British),(Male),1940,Etching and drypoint,Print
A Girl's Head (F),Augustus John,(British),(Male),1940,Etching,Print
"Jacob Epstein, Sculptor, No. 1",Augustus John,(British),(Male),1940,Etching,Print
Small Worlds XI (Kleine Welten XI) from Small Worlds (Kleine Welten),Vasily Kandinsky,(French),(Male),1940,"Drypoint from a portfolio of twelve prints, six lithographs (including two transferred from woodcuts), four drypoints, and two woodcuts",Print
Small Worlds IX (Kleine Welten IX) from Small Worlds (Kleine Welten),Vasily Kandinsky,(French),(Male),1940,"Drypoint from a portfolio of twelve prints, six lithographs (including two transferred from woodcuts), four drypoints, and two woodcuts",Print
Small Worlds VI (Kleine Welten VI) from Small Worlds (Kleine Welten),Vasily Kandinsky,(French),(Male),1940,"Woodcut from a portfolio of twelve prints, six lithographs (including two transferred from woodcuts), four drypoints, and two woodcuts

",Print
Small Worlds VII (Kleine Welten VII) from Small Worlds (Kleine Welten),Vasily Kandinsky,(French),(Male),1940,"Lithograph (transferred from woodcut) from a portfolio of twelve prints, six lithographs (including two transferred from woodcuts), four drypoints, and two woodcuts



",Print
Small Worlds IV (Kleine Welten IV) from Small Worlds (Kleine Welten),Vasily Kandinsky,(French),(Male),1940,"Lithograph from a portfolio of twelve prints, six lithographs (including two transferred from woodcuts), four drypoints, and two woodcuts

",Print
Small Worlds III (Kleine Welten III) from Small Worlds (Kleine Welten),Vasily Kandinsky,(French),(Male),1940,"Lithograph from a portfolio of twelve prints, six lithographs (including two transferred from woodcuts), four drypoints, and two woodcuts

",Print
Leopards (Leoparden),Max Kaus,(German),(Male),1940,Drypoint and aquatint,Print
Landscape at Bodensee (Landschaft am Bodensee),Max Kaus,(German),(Male),1940,Drypoint,Print
Woman and Doe (Frau mit Reh),Moissey Kogan,(Russian),(Male),1940,Linoleum cut,Print
Cross-Legged Female Nude (Weiblicher Akt im Schneidersitz),Moissey Kogan,(Russian),(Male),1940,Linoleum cut,Print
Worker Woman with Sleeping Child (Arbeiterfrau mit schlafendem Jungen),Kí_the Kollwitz,(German),(Female),1940,Lithograph,Print
Frontal Crouching Woman with Crossed Hands (Hockende Frau von vorne mit í_bereinander gelegten Hí_nden) from the portfolio Seventeen Lithographs (Siebzehn Steinzeichnungen),Kí_the Kollwitz,(German),(Female),1940,Lithograph,Print
Child's Head (Kinderkopf),Kí_the Kollwitz,(German),(Female),1940,Lithograph,Print
Stradivari,Aleksei Kravchenko,(Russian),(Male),1940,Wood engraving,Print
Woman With Children Standing in Rain from Life of a Woman,Aleksei Kravchenko,(Russian),(Male),1940,Wood engraving,Print
From Life of a Woman,Aleksei Kravchenko,(Russian),(Male),1940,Wood engraving,Print
"Woman in Wheat Field, Nursing Child",Aleksei Kravchenko,(Russian),(Male),1940,Wood engraving,Print
Woman Loading a Sailboat,Aleksei Kravchenko,(Russian),(Male),1940,Wood engraving,Print
Spanish Women (Les Espagnoles),Marie Laurencin,(French),(Female),1940,Etching,Print
"Head of a Girl, Full Face (Tí_e de jeune fille, de face)",Marie Laurencin,(French),(Female),1940,Lithograph,Print
Little Girl with Rose (Petite fille í_la rose),Marie Laurencin,(French),(Female),1940,Lithograph,Print
The Swan (Le Cygne),Marie Laurencin,(French),(Female),1940,Lithograph,Print
Gerda,Marie Laurencin,(French),(Female),1940,Lithograph,Print
"Head of a Girl, Full Face (Tí_e de jeune fille, de face)",Marie Laurencin,(French),(Female),1940,Lithograph,Print
Mythical Animals (Animaux fabuleux),Marie Laurencin,(French),(Female),1940,Lithograph,Print
The Plumed Horsewoman (La Cavalií_e),Marie Laurencin,(French),(Female),1940,Lithograph,Print
The Horsewoman (La Cavalií_e),Marie Laurencin,(French),(Female),1940,Lithograph,Print
Self Portrait (Autoportrait),Marie Laurencin,(French),(Female),1940,Lithograph,Print
Head of a Girl (Tí_e de jeune fille),Marie Laurencin,(French),(Female),1940,Lithograph,Print
Horseback Ride (La Promenade í_cheval),Marie Laurencin,(French),(Female),1940,Etching with roulette,Print
Girls on a Balcony (Jeunes filles au balcon),Marie Laurencin,(French),(Female),1940,Etching and drypoint,Print
Pantomime,Marie Laurencin,(French),(Female),1940,Etching,Print
"Girls, or The Ballet (Les Jeunes Filles, ou Le Ballet)",Marie Laurencin,(French),(Female),1940,Drypoint and etching,Print
Diana of the Hunt (Diane í_la chasse),Marie Laurencin,(French),(Female),1940,Etching,Print
Girls with Violin-Cello (Jeunes filles au violoncelle),Marie Laurencin,(French),(Female),1940,Etching and drypoint,Print
The Beautiful Scottish Girl (La Belle í_ossaise),Marie Laurencin,(French),(Female),1940,Etching,Print
Juliette,Marie Laurencin,(French),(Female),1940,Lithograph,Print
Portrait of Baroness Gourgaud (Portrait de la Baronne Gourgaud),Marie Laurencin,(French),(Female),1940,Lithograph,Print
Dancer with Flowers (Danceuse aux fleurs),Marie Laurencin,(French),(Female),1940,Lithograph,Print
"Iphigenia, or Three Dancers (Iphigí_ie, ou Les Trois danseuses)",Marie Laurencin,(French),(Female),1940,Etching,Print
The Vase (Le Vase),Fernand Lí_er,(French),(Male),1940,Lithograph,Print
"Three Women: Two Standing, One Kneeling (Drei Frauen, zwei stehend, eine kniend)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Rape I, woman full figure (Raub I, Weib ganz)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
Reclining Girl (Sea Mood) [Ruhendes Mí_dchen (Meeresstimmung)],Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
Penitent (Bí_íôer),Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
Sleeping Girl (Schlafendes Mí_dchen),Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
Contemplative Man (Sinnender Mann),Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Mother and Child (kneeling, full) [Mutter und Kind (kniend ganz)]",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Mother and Child, Small (Mutter und Kind, klein)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
Woman Knitting (Strickende Frau),Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
Man Ascending (Emporsteigender Mann),Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
John the Baptist (Johannes),Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Young Man, Half Nude, Turning (Jí_nglings-Halbakt, sich umwendend)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Contemplative Girl (small, full) [Sinnendes Mí_dchen (klein, ganz)]",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Mother and Child, Small (Mutter und Kind, klein)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint with watercolor additions,Print
"Kneeling Woman, Small (Kniende, klein)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
"Seated Girl with Bent Head (Sitzendes Mí_dchen, Kopf geneigt)",Wilhelm Lehmbruck,(German),(Male),1940,Drypoint,Print
